Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Duplicate Issue of,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Products</p>",div:nth-child(3) > .text-\[12\.5px\].md\:text-\[13px\].mb-3,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #8e8e8e, background color: #f4f4f4, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754655,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754625,2026-05-29T07:47:16.252Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Investment Universe</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(2) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(2) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754656,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754647,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Portfolio Size</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(2) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(3) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754657,NA,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Benchmark</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(2) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(4) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754658,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754650,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[12.5px].md:text-[13px].tracking-[0.18em].uppercase.text-black/45.mb-3.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-[12.5px] md:text-[13px] tracking-[0.18em] uppercase text-black/45 mb-3 font-medium"">Company</p>",div:nth-child(2) > .text-\[12\.5px\].md\:text-\[13px\].mb-3,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #8e8e8e, background color: #f4f4f4, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754659,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B12.5px%5D.md%3Atext-%5B13px%5D.tracking-%5B0.18em%5D.uppercase.text-black%2F45.mb-3.font-medium&activeBehaviorValue=&activeIssueId=359754626,2026-05-29T07:47:16.252Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Benchmark</p>",.border.overflow-hidden.border-border:nth-child(4) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(4) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754660,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754650,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Product Profile</p>",.border.overflow-hidden.border-border:nth-child(4) > .py-6.md\:py-7.sm\:grid-cols-2 > .sm\:col-span-2 > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754661,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754646,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">CAGR since inception</p>",#aif > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(2) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(5) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754662,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754644,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Benchmark</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(1) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(4) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754663,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754650,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Benchmark</p>",#aif > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(1) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(4) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754664,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754650,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a#hover:text-black/70.transition-colors,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<a class=""hover:text-black/70 transition-colors"" href=""/grievance"">Grievance</a>","a[href$=""grievance""]",No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #8e8e8e, background color: #f4f4f4, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=a%23hover%3Atext-black%2F70.transition-colors&activeBehaviorValue=&activeIssueId=359754665,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=a%23hover%3Atext-black%2F70.transition-colors&activeBehaviorValue=&activeIssueId=359754623,2026-05-29T07:47:16.252Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Portfolio Size</p>",.border.overflow-hidden.border-border:nth-child(4) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(3) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754666,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754657,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Portfolio Size</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(1) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(3) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754667,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754657,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[13.5px].md:text-[14px].text-black/45,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-[13.5px] md:text-[14px] text-black/45"">© <!-- -->2026<!-- --> AccuraCap. All rights reserved.</p>",.text-\[13\.5px\].md\:text-\[14px\].text-black\/45:nth-child(1),No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 2.97 (foreground color: #8e8e8e, background color: #f4f4f4, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B13.5px%5D.md%3Atext-%5B14px%5D.text-black%2F45&activeBehaviorValue=&activeIssueId=359754668,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-%5B13.5px%5D.md%3Atext-%5B14px%5D.text-black%2F45&activeBehaviorValue=&activeIssueId=359754630,2026-05-29T07:47:16.252Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">CAGR since Inception (2011)</p>",#pms > .max-w-\[1280px\].mx-auto > .mt-5.space-y-5.md\:mt-7 > .border.overflow-hidden.border-border:nth-child(2) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(5) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754669,NA,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Investment Universe</p>",.border.overflow-hidden.border-border:nth-child(4) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(2) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754670,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754647,2026-05-29T07:47:16.251Z,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-black/50.text-[13px].uppercase.tracking-[0.18em].mb-1.5.font-medium,"",Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://accura-cap.vercel.app/products,SC 1.4.3,"<p class=""text-black/50 text-[13px] uppercase tracking-[0.18em] mb-1.5 font-medium"">Investment Universe</p>",.border.overflow-hidden.border-border:nth-child(3) > .py-6.md\:py-7.sm\:grid-cols-2 > div:nth-child(2) > .text-black\/50.text-\[13px\].mb-1\.5,No,Confirmed,No,"Fix any of the following:
  Element has insufficient color contrast of 3.54 (foreground color: #888888, background color: #ffffff, font size: 9.8pt (13px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754671,https://accessibility.browserstack.com/site-scanner/projects/accuracap.vercel.app-60/builds?thBuildId=b3dvqppopnkqrnuxgysdyz1ptdnx3y6s4fnctruq&recurring=true&tunnel_vision=false&id=accuracap.vercel.app-60&tab=ALLISSUES&activeViolationId=66248&activeComponentId=p%23text-black%2F50.text-%5B13px%5D.uppercase.tracking-%5B0.18em%5D.mb-1.5.font-medium&activeBehaviorValue=&activeIssueId=359754647,2026-05-29T07:47:16.251Z,visible
